文本,SARA与仇恨言论,亵渎宗教,淫秽色情与违背风俗,网络赌博,诽谤网暴与勒索,虚假信息与谣言,分裂与极端主义,理由(法律与法规),本地黑话与违规关键词
"RT USER: Enaknya sama hyper, udah crot lanjut ngentot lagi 💦 URL",0,0,1,0,1,0,0,针对高性欲个体的性行为与体液描写，严重违规,"crot, ngentot",转发：跟性欲亢奋的人在一起真爽，射了还能继续做。
"RT USER: Niatnya mandi bareng, eh ngentot juga URL",0,0,1,0,1,0,0,将日常活动（洗澡）关联至露骨性行为描写，属于色情内容,ngentot,转发：本想一起洗澡，结果也做爱了。
"RT USER: Paling suka ngentot sampai mentok gini URL",0,0,1,0,1,0,0,详细描述性行为深度，涉及色情动作，严重违规,ngentot,转发：最喜欢做爱做到顶端这种。
"RT USER: kalo di catatan harian menantu sinting, lakban = laki banget, sementara itu lakban menurut definisi df USER 😂😂😂😂 http…'",0,0,0,0,0,0,0,引用特定文学作品或网络梗进行调侃，无恶意,sinting,转发：在《疯媳妇日记》里，lakban（胶带）意思是真爷们，但按那个定义...
"RT USER: Ternyata gak cuma gw yg pulsanya raib. Gw emang ngerasa sih kok kayanya indosat emang boros banget dan pulsa juga sering tib…'",0,0,0,0,0,0,0,针对电信服务商扣费问题的日常抱怨，合规,None,转发：看来不只我一个人话费消失。我也觉得Indosat话费扣得很快。
"RT USER: USER Kenapa pada jadi IDIOT semua ya???\nApakah ini azab dari Allah. ???'",1,1,0,0,1,0,1,涉及针对群体或个人的智商羞辱（白痴），并关联宗教天谴，属于不友善言论,IDIOT,转发：为什么大家都变成白痴了？这是真主的惩罚吗？
"RT USER: Dear Bapak USER \n\nSelamat malam\nKmi acungkan jempol tuk Bpk serta jajaran Kabinet yg terus sibuk kerja,kerja dan kerja dg…'",0,0,0,0,0,0,0,对政府官员及内阁工作的正面支持与赞扬，完全合规,None,转发：亲爱的（某用户）先生，晚安。我们为不断忙于工作的您和内阁点赞。
"RT USER: Drama drama sekarang ending nya kenapa pada bangke gini. Ya #Return lah ya #Misty lah. Gue belum nonton sampe ending tapi da…'",0,0,0,0,0,0,0,针对电视剧大结局不满的情绪化表达，词汇在此语境下无定向攻击性,bangke,转发：现在的剧结局怎么都这么糟糕。不管是《Return》还是《Misty》。我还没看结局但...
"RT USER: Erma cewek singaraja.. Suka banget kontol.. URL",0,0,1,0,1,1,0,针对特定女性个体的色情诽谤或恶意人身攻击,kontol,转发：Erma，新加拉惹的女孩.. 超级喜欢阳具。
"RT USER: Stw bali...erma suka kontol.. URL",0,0,1,0,1,1,0,涉及中年女性（STW）的色情诽谤与器官描写,kontol,转发：巴厘岛的中年妇女.. Erma喜欢阳具。
"RT USER: Stw singaraja suka kontol URL",0,0,1,0,1,1,0,涉及特定地域女性身份的色情侮辱词汇,kontol,转发：新加拉惹的中年妇女喜欢阳具。
"RT USER: USER Agamanya sempurna, ummatnha banyak yg pinter kok. Kenapa yg goblok terus yg berani bicara.. hadeh!'",0,0,0,0,1,0,0,维护宗教但对他人的智商进行贬低，使用了辱骂性词汇,goblok,转发：宗教是完美的，信徒中有很多聪明人。为什么总是那些蠢货敢说话.. 唉！
"RT USER: ✍instagram:fanyaclarisha\n📲wa+6281294490616\nUdah lama gk di entot sama brondong lokal. Enak jug entotanya\n👍dont forget #r…'",0,0,1,0,0,0,0,发布显性色情约炮信息，包含性行为描述,"entot, sange",转发：✍Instagram... 📲WA... 好久没被当地小鲜肉操了。操起来也挺爽的。👍别忘了...
"RT USER: Wa:+6281294490616\nIg:fanyaclarisha \nGak sabar pengen di entot sama kontol bule perkasa ini.\nEnak bgt di entot sama konto…'",0,0,1,0,1,0,0,极其露骨的性交动作描述与生殖器词汇，严重违规,"entot, kontol",转发：WA... Ig... 等不及想被这个强壮的老外阴茎操了。被阴茎操得太爽了...
"RT USER: USER Ga bosen apa ngatain gila?'",0,0,0,0,0,0,0,针对他人言辞的质问，语境合规,gila,转发：老说别人疯了，你不烦吗？
"RT USER: USER Saya juga sebel kalo ada yg ngeroko sambil naik motor, yakan kadang engap kalo ditutup terus apalagi macet…'",0,0,0,0,0,0,0,针对交通不文明行为的吐槽，完全合规,None,转发：我也讨厌有人骑摩托车时抽烟，有时一直关着（头盔）挺憋气的，尤其是堵车时...
"RT USER: admin kok dendaman, gausa jd admin tolol'",0,0,0,0,1,0,0,针对特定管理员进行人身攻击与智商羞辱,tolol,转发：管理员怎么这么爱记仇，别当个白痴管理员。
"RT USER: USER Jadi inget dulu pernah rela fotoin tugas dan catetan, bahkan smp begadang bikinin tugas pas doi gamasuk krn bok…'",0,0,0,0,0,0,0,关于校园往事的日常回忆，完全合规,None,转发：想起以前曾心甘情愿帮人拍作业和笔记，甚至熬夜帮那个因为...没来的家伙做作业。
"RT USER: nampak macam tak sayang tapi jauh dalam sudut hati aku sayang gila kot weh jangan la fikir bukanbukan ;)'",0,0,0,0,0,0,0,使用“gila”作为程度词表达爱意，无恶意,sayang gila,转发：虽然看上去不在乎，但在内心深处我真的爱你爱得发狂，别胡思乱想哦 ;)
"RT USER: Niatnya pengen tidur tapi adek malah asik mainin kontol gede koko, kalo dimaini jadi ngaceng kan, keenakan kontol koko dek,…'",0,0,1,0,1,0,0,涉及乱伦幻想的极其露骨性器官描写与生理反应描述,"kontol, ngaceng",转发：本想睡觉，结果弟弟/妹妹却在那儿玩哥哥的大阴茎，玩着玩着就勃起了，哥哥的阴茎太舒服了对吧...
"RT USER: DIA CUMA JAWAB""IYA GAPAPA, TAPI SUARA KAMU KOK KAYA DI TAHAN CHANGI, JADI KEDENGERAN KAYA BANCI""'",1,0,0,0,1,0,0,使用针对性认知的歧视性蔑称（banci/娘炮）对他人的声音进行嘲讽,banci,转发：他只回答说“没事”，但你的声音听起来像是在樟宜被憋着了，听起来像个“娘炮”。
"RT USER: Pantat mn nh pngen nusuk dan ditusuk\n👉Open BO WA 08157686707\n #gaybrondong #massageboy #gayjakarta #gayjogja #gaytangger…'",0,0,1,0,0,0,0,发布同性性服务信息及露骨性行为描述,"tusuk, Open BO",转发：屁股在哪儿呢，想插也想被插。👉接客（Open BO）WA... #男同鲜肉 #雅加达男同。
"RT USER: Ditunggangi kontol jumbo sampe bool ketarik. Nikmatnya ngentot URL",0,0,1,0,1,0,0,详细描述性交体感与生殖器，严重违规,"kontol, bool, ngentot",转发：被硕大的阴茎骑着，直到后门都有拉扯感。做爱的快感。
"RT USER: Liburan emang paling enak ngentot. Drpd gak ngapa ngapain mending enak enak sama gw. Buat yg mau booking DM aja. Anyway g…'",0,0,1,0,1,0,0,在假期语境下发布色情约炮信息，属于违法违规内容,ngentot,转发：假期最爽的就是做爱。与其无所事事不如跟我一起爽。想约的直接私信。总之...
"RT USER: Kontol bengkok😆 URL",0,0,1,0,0,0,0,针对生殖器形态的露骨描述，违反风俗准则,Kontol,转发：弯曲的阴茎😆。
"RT USER: Nah lho....? Gw sih bodo amat, mo jungkir balik kek bodo amat,,, harus instropeksi diri dan mawas diri. apa dan kenapa...? T…'",0,0,0,0,0,0,0,关于自我反思的心态分享，完全合规,bodo amat,转发：呐你看...？我反正不在乎，哪怕翻个底朝天我也不在乎... 必须反思自己并保持警觉。什么原因？...
"RT USER: USER USER Ruhut tambah gila Tun 😁😁'",0,0,0,0,1,0,0,针对特定政治人物的精神健康状况进行嘲讽羞辱,gila,转发：Ruhut 越来越疯了，Tun 😁😁。
"RT USER: Hai kontol... Kangen km di line neeh...'",0,0,1,0,1,0,0,使用生殖器词汇指代他人并进行低俗互动,kontol,转发：嗨，阴茎... 在Line上想你了呢...
"RT USER: Sandiaga diduga kampanyekan Sudirman-Ida di masjid Solo, ini kata KPU | URL URL USER…'",0,0,0,0,0,0,0,关于选举相关动态的客观新闻转发，完全合规,None,转发：桑迪阿加被指在梭罗的清真寺为苏迪曼-伊达助选，这是选委会（KPU）的说法 | ...
"RT USER: Seekor monyet yang berada di Kebun Binatang Tianjin, Cina menjadi viral karena memiliki wajah seperti human face. Monyet berus…'",0,0,0,0,0,0,0,关于动物的新闻事实报道，完全合规,monyet,转发：中国天津动物园的一只猴子因为长了一张像人一样的脸而走红。这只...岁的猴子...
"RT USER: USER Knp gak Selamat Natal aja sekalian ? 🤫 hehe...dasar si mimin bolot ! 😜'",0,0,0,0,1,0,0,针对管理员使用残疾贬义词（bolot/迟钝、聋）进行智商羞辱,bolot,转发：为什么不顺便祝圣诞快乐呢？🤫 呵呵... 真是个迟钝的管理员！😜
"RT USER: Bolehkah rindu pada yang kau sebut bajingan sekalipun?",0,0,0,0,0,0,0,针对个人情感的修辞性描述，词汇在此语境下无恶意,bajingan,难道不能想念那个被你称为“混蛋”的人吗？
"RT USER: USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng s…",0,1,0,0,1,1,0,在宗教语境下将特定个人与恶魔对比并进行讽刺性攻击,"setan, iblis, mahluk Allah",我也觉得奇怪，妖魔鬼怪听到唤拜（Azhan）都吓跑了，但这一个“上帝的造物”却安然无恙…
"RT USER: USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng s…",0,1,0,0,1,1,0,同上，针对特定对象的宗教性讽刺攻击,"setan, iblis",我也觉得奇怪，妖魔鬼怪听到唤拜都吓跑了，但这一个“上帝的造物”却安然无恙…
"RT USER: Prank level tai anjing... URL",0,0,0,0,1,0,0,针对特定内容（恶作剧视频）的负面评价，使用脏话加强语气,tai anjing,这种恶作剧真是狗屎级别的...
"RT USER: USER Tak la. Dia minum air ja sebab dahaga. Nak kena samak lak bekas air ni. Kucing abang ni muslim kuat agama lak…",0,1,0,0,0,0,0,涉及宗教净化习俗（samak）的幽默叙述，完全合规,samak,没有啦。它只是渴了喝点水。这个水杯得用宗教方法清洗（samak）了。这猫是个虔诚的穆斯林...
"RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol",0,0,0,0,1,1,0,针对政党及其管理者的直接智商羞辱与谩骂,tolol,愚蠢政党里的愚蠢管理员，这愚蠢政党就是给蠢人待的。
"RT USER: Hei kunyuk USER, supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS mem…",0,0,0,0,1,1,0,针对特定政治支持者使用动物贬称（kunyuk）并进行政治抨击,kunyuk,嘿那个混蛋（USER），让你明白点？普拉博沃当候选人就错了，更别提当总统了？！
"RT USER: ad yang mau contactnya? Retweet sekarang ya.....\nBanyak banget kenalan tante jilboob sange..\nIni Namanya Tante dea... O…",0,1,1,0,1,1,1,包含性物化词汇及针对特定女性的色情诱导，涉及宗教服饰性化描写,"jilboob, sange",有人想要联系方式吗？现在转发... 认识很多穿头巾但很饥渴的阿姨.. 这位叫德阿阿姨...
"RT USER: Apik Elekku kui urusanku,Nek raseneng karo aku yowis mingkem rasah nyangkem,Sorry nek aku macak picek macak budek karo wong…",0,0,0,0,1,1,0,爪哇语对峙，使用生理缺陷词汇（瞎子、聋子）对他人的干涉进行回击,"picek, budek",我好坏是我自己的事，如果不喜欢我就闭嘴别乱喷。抱歉我对有些人装瞎装聋…
"RT USER: USER Apa ga bosen bergaya monoton dr tahun atu sampe 2018 kok gaya jualan CITRA dgn pasang wajah melas terus rakyat sj…",0,0,0,0,0,1,0,针对政治人物形象宣传的个人意见，不含谩骂词汇,None,难道不觉得从以前到2018年这种单调的风格很腻吗？总是靠卖惨来推销形象，百姓都…
"RT USER: Sebagai melayu kita haruslah meletakkan dosa pada tempatnya, sebagai contoh yang paling utama ialah tudung. Sewajarnya kita tek…",0,1,0,0,0,0,0,关于宗教服饰（头巾）与道德责任的社会评论，合规,tudung,作为马来人，我们必须正视罪恶，最重要的例子就是头巾。我们理应强调…
"RT USER: USER jawab aja\n\nkak lo org nya asik\ntp sayang omongannya kaya org goblok,jd bikin ilfeel\nmaaf ya\ngausah kebanyakan ng…",0,0,0,0,1,1,0,针对特定个人进行直接的智商羞辱，属于网络不友善言论,goblok,就这么回她：姐你人挺有趣的，可惜说话像个白痴，让人下头。抱歉哈，别废话了…
"RT USER: Ayat “bossku” dengan “maju lu sini, anjing” ni memang sedap diguna. Satu terlalu sopan, satu terlalu kurang ajar.",0,0,0,0,0,0,0,探讨俚语语气的元讨论，虽然引用了脏话但无攻击意图,anjing,“我的老板”和“有种你过来啊狗东西”这两句话用起来挺爽。一个太礼貌，一个太没教养。
"RT USER: mau masak eh malah di ajak ngentot sialan URL",0,0,1,0,1,0,0,使用露骨性行为词汇描述个人生活碎片，属于色情/粗俗语境,ngentot,想做饭结果居然被叫去做爱，该死。
"RT USER: USER artinya Banci nya randa",1,0,0,0,1,1,1,使用针对性别认知的歧视性蔑称（banci）攻击特定个人,Banci,（针对某用户）意思就是那个寡妇的娘炮。
"RT USER: Kampret kampret. Braninya cuman dlm ml doang. Sini lo. Gue jolok2 mata lo. Taik hahahaha #cumabercandagaiss URL",0,0,0,0,1,1,0,游戏玩家间的谩骂与威胁，虽然标注为玩笑但包含攻击性词汇,"Kampret, Taik",该死。只敢在游戏（ML）里嚣张。你过来。我戳瞎你的眼。狗屎 哈哈哈 #只是开玩笑伙计们。
"RT USER: USER USER USER USER USER USER USER USER USER…",0,0,0,0,0,0,0,仅包含用户名，无实质内容，合规,None,转发用户：用户 用户 用户...
"RT USER: ummi sampe kempot2 gitu pipi nya....doyan ya ummi sedot kontol",0,1,1,0,1,1,1,针对特定女性（使用宗教/长辈尊称）进行极度露骨的性骚扰与器官谩骂,"ummi, sedot kontol",这位阿姨（Ummi）脸颊都凹进去了.... 是不是喜欢吮吸阳具啊。
"RT USER: Saat kesabaran diuji. Tp dia nya tetep kaya babi",0,0,0,0,1,1,0,针对特定对象使用动物贬称进行谩骂,babi,当耐心受到考验。但他依然像头猪一样。
"RT USER: Tutorial Ngeluarin goblok dari otak....",0,0,0,0,1,0,0,关于智力的日常幽默自嘲，词汇无恶意,goblok,如何把脑子里的“愚蠢”排出来的教程....
"RT USER: \xe2\x80\x9cMaju lu sini anjing"" - Fanny\n\nBabi lah, sakit perut aku gelak 🤣 URL",0,0,0,0,1,0,0,引用极具挑衅性的言论并伴随动物类脏话进行调侃,anjing,转发：“有种你过来啊狗东西” - Fanny。 真是的（猪），我笑到肚子痛。
"RT USER: Memek kalo udah basah gini enak banget keluar masuk pake jari jadi licin.",0,0,1,0,0,0,0,极其露骨的自慰描写与性器官词汇,memek,转发：私处湿了之后手指进进出出很舒服，很顺滑。
"RT USER: temanin ines malam ini dong bang, ines sange berat, yang mau hub ines ya +62823-9111-5459 di jamin puas #bispak #janda #meme…",0,0,1,0,1,0,0,发布色情约炮信息，涉及商业性行为与歧视性蔑称,"sange, bispak",转发：今晚陪陪Ines吧哥哥，Ines很饥渴，想联系Ines的拨打+62823-9111-5459，保证满意 #外围 #寡妇。
"RT USER: Masih kaku untuk berlagak\nMasih gilakan membuat corak\nMasih lagi cuba mengorak\nMasih lagi terus bergerak\nMasih ramai yang…",0,0,0,0,0,0,0,文学性质的诗句，完全合规,None,转发：依然僵硬地摆着姿态，依然疯狂地创造花纹，依然尝试着起步，依然继续前行，依然有很多人...
"RT USER: PERSIB BUTUT, SOLER GOBLOG",0,0,0,0,1,0,0,针对特定足球队和个人的智商羞辱与谩骂,GOBLOG,转发：PERSIB 踢得烂，SOLER 是白痴。
"RT USER: Selamat siang lanjutin ngentot yuk di hari jumat #ngentot #meki #memek URL",0,0,1,0,1,0,0,露骨的性邀约及生殖器词汇使用,"ngentot, memek",转发：午安，周五继续来做爱吧 #做爱 #私处。
"RT USER: kontol si abang mengucapkan selamat pagi URL",0,0,1,0,1,0,0,使用生殖器词汇进行低俗互动,kontol,转发：哥哥的阳具正在说早安。
"RT USER: pengen qmu kontolin sambil ngentot ma suami.... URL",0,0,1,0,1,0,0,露骨的性行为描述与性幻想描述,"kontolin, ngentot",转发：想让你用阳具插我，一边跟我老公做爱...
"RT USER: SESUAI JANJI WOI. LU BALIK JD KIBUM ANJER! KUNYUK DAH BACK EAK USER USER 😚😚😚",0,0,0,0,0,0,0,朋友间的日常热情互动，语气词无恶意,"anjer, kunyuk",转发：按约定好的啊。你变回Kibum了靠！那小崽子回来了 嘿 (用户 用户)。
"RT USER: jangan bagi orang lain kawal hidup kita. Kita sendiri tentukan nak jadi apa. Nak nampak bodo ke nak nampak pandai ke n…",0,0,0,0,0,0,0,励志建议，词汇无恶意,bodo,转发：别让别人控制我们的生活。我们自己决定要成为什么样的人。想显得笨还是显得聪明...
"RT USER: Kakak : Kau bila nak kahwin?\nAku : Malas.\nMak : Kau takde pakwe ke?\nAku : Malas.\nMak : Kau cari la pakwe. Kawan lelaki kau k…",0,0,0,0,0,0,0,日常家庭对话，完全合规,None,转发：姐姐：你什么时候结婚？我：懒。妈：你没男友吗？我：懒。妈：你去找个男友吧。你的男性朋友...
"RT USER: Tonton,Perhatikan, dan Praktekan Mantap Need stronger bottom like that Anjing parah,, #gayvideo #gayvid #Gvid #gayBandung #g…",0,0,1,0,1,0,0,推广同性色情视频并评价性行为细节,Anjing,转发：观看、留意并实践，很赞。需要那种强壮的受，真猛啊... #男同视频 #万隆男同。
"RT USER: Baru di gituin sama pemain persija udah kayak kebakaran kumis\nSuporter kok baperan!!!\nengga inget kelakuan kalian ke pemain…",0,0,0,0,0,0,0,球迷间的日常争论，语境安全,None,转发：刚被Persija球员回敬一下就火冒三丈了，球迷怎么这么玻璃心！！！不记得你们以前怎么对球员的了...
"RT USER: Engga salah lewat jalur hukum? untung tai manusia gak bisa ngomong coba kalau bisa ngomong mungkin tai yg nuntut kalian😁\nBa…",0,0,0,0,1,0,0,使用污秽词汇（排泄物）进行讽刺性攻击,tai,转发：走法律程序没错吧？幸亏人的排泄物不会说话，要是会说话，说不定排泄物都会起诉你们。
"RT USER: Udah sok tau, trus komentarnya sok pinter pula. Hhmmmm.... Pengen gue gampar bibirnya pake wedges bencong",1,0,0,0,1,1,0,包含对性少数群体的歧视性蔑称及暴力倾向,bencong,转发：装懂又装聪明。嗯... 我想用人妖的坡跟鞋抽他的嘴。
"RT USER: ABG generasi micin udah hapal kalo gesekan kontol dimeki itu nikmat. URL",0,0,1,0,1,0,0,涉及未成年人的色情化描述与生殖器词汇,"kontol, meki",转发：迷茫的一代（Micin）已经知道阳具在私处摩擦很爽了。
"RT USER: Kecil kecil ini cwe udah jago ngentot sama brondong cakep lagi. Bikin tante nafsu aja buat nyari brondong. URL",0,0,1,0,1,0,0,包含针对年轻人的露骨性行为描述与色情诽谤,"ngentot, brondong",转发：这女孩年纪小小就已经很会跟帅小伙做爱了。看得阿姨都想找个小鲜肉了。
"RT USER: Retweet sayang... Yang mau belajar ngentot sampe pasangan kalian terkencing kencing.",0,0,1,0,1,0,0,露骨描述性交动作与生理反应,ngentot,转发：转发亲爱的... 那些想学怎么做爱到让另一半尿出来的看过来。
"RT USER: Siang-siang gini enaknya disepongin sama pecun. URL",1,0,1,0,1,0,0,露骨性行为描述并使用女性歧视蔑称,pecun,转发：大中午的，被妓女口交最爽了。
"RT USER: Buat cewe-cewe nih...kalo kalian udah cape-cape dandan berjam-jam, terus cowo lo bilang:\n\n""Aku lebih suka kalo kamu polos…",0,0,0,0,0,0,0,针对日常生活场景的吐槽，合规,None,转发：致女生们... 当你们辛辛苦苦化了几小时妆，然后你男朋友说：“我更喜欢你素颜的样子...”
"RT USER: Ngentot Dengan Sekertaris Yang Sexy\nURL #ceritadewasa #memekmerah #MEMEKBASAH #memekjanda…",0,0,1,0,1,0,0,包含显性性行为描述及色情标签，属于违规色情内容,"Ngentot, memek",转发：与性感的秘书做爱。#成人故事 #红私处 #湿私处 #寡妇私处。
"RT USER: Gda kontol, bunda pke timun aj 💦 USER USER URL",0,0,1,0,1,0,0,包含露骨的性器官词汇及使用蔬菜进行自慰的描述,"kontol, timun",转发：没有阳具，妈妈用黄瓜就行 💦。
"RT USER: 5 Posisi Seks Video Tante Ngentot Cara Bercinta Di kamar Mandi \nTontong Selengkapnya : URL Lu…",0,0,1,0,1,0,0,推广色情视频并描述性交姿势与场合，违反淫秽准则,"Seks, Ngentot",转发：5个阿姨做爱视频姿势，浴室做爱方式。点击查看更多...
"RT USER: kalo di transformer biasanya mobil berubah jd robot, kalo unbk biasanya orang pinter berubah jd haji bolot.'",0,0,0,0,0,0,0,关于考试期间社交行为的幽默调侃，引用喜剧人物名，无恶意,bolot,转发：在变形金刚里车变机器人，在国家考试时聪明人通常变“聋子”。
"RT USER: Aku: ya Tuhan gini amat hidup ku apa sih salah ku\nTuhan: banyak, goblok.'",0,0,0,0,1,0,0,针对个人生活的幽默自嘲，词汇在此语境下无定向攻击性,goblok,转发：我：主啊我的生活怎么这样，我做错什么了？主：很多，白痴。
"RT USER: Sumber daya negara punya siapa menurut undang2? Rakyat yg susah, komplain dan perpendapat (dan itu dilindungi undang2), rakyatn…",0,0,0,0,0,0,0,关于宪法权利与资源分配的政治评论，完全合规,None,转发：根据法律国家资源属于谁？受苦的百姓可以投诉和发表意见（这受法律保护）...
"RT USER: Sblmnya, USER ngetwit soal SIM dan gmn cara bikinnya.\n\nBlkgn, gw liat bnyk gambar2 ini seliweran.\n\nAda yg SIMnya “…",0,0,0,0,0,0,0,关于驾驶执照办理过程的日常讨论，完全合规,None,转发：之前（某用户）发了关于驾照及办理方式的推文。最近看到很多这类图片流传...
"RT USER: Abang kuli fav.. penasaran liat kontol dia USER USER USER USER URL USER…",0,0,1,0,1,0,0,针对特定个体的性化骚扰，包含生殖器词汇,kontol,转发：最喜欢的苦力大哥.. 好奇想看他的阳具。
"RT USER: USER USER Sarap, sakit jiwa, manja, ngga jelas, kangenan, cemburuan, ""gapapa kok"", koding, perhatian, my #1 fans, b…",0,0,0,0,0,0,0,朋友间亲昵的性格吐槽与互动，词汇无定向攻击意图,"Sarap, sakit jiwa",转发：疯癫、神经病、娇气、莫名其妙、爱想念、爱吃醋、“我没事”、写代码、细心、我的头号粉丝...
"RT USER: Bodo sial anakk anjinggg maju lu sini syaitonn sweater mansoura'",0,0,0,0,1,0,0,极度直接的人身攻击与挑衅，堆砌动物脏话与宗教贬称,"anakk anjinggg, syaitonn",转发：白痴倒霉的狗崽子，有种你过来啊恶魔。
"RT USER: USER USER Satu bukti valid lagi, bahaya virus idiot yg diminum oleh (salah satunya) admin USER bisa membuat…",0,0,0,0,1,0,0,针对特定管理员进行智商羞辱，属于网络不友善言论,idiot,转发：又一个有力证据，“白痴病毒”的危害让（其中一个）管理员变得...
"RT USER: Mengenal LAIKA Anjing Pertama yang Mengorbit Bumi URL",0,0,0,0,0,0,0,关于航天史（莱卡犬）的事实陈述，完全合规,Anjing,转发：了解莱卡，第一只进入地球轨道的狗。
"RT USER: Main layangan\n\n👦 benang kuat kan, takut putus nanti\n\n👨 ga mungkin putus, kita jarang berantem\n\n👦 tai\n\n-gobs",0,0,0,0,0,0,0,日常幽默段子，使用语气词加强幽默效果，无恶意,tai,转发：玩风筝。👦：线结实吧，怕断。👨：不可能断，我们很少吵架。👦：靠（谐音梗）。
"RT USER: Olahraga apa itu namanya yang ekstrim? Bungee Jumping. Apa Banci Jamping? Iya iya banci tumpakke trail, banci njamping…",1,0,0,0,1,0,0,使用性别歧视蔑称（Banci/人妖）进行低俗调侃，涉及群体歧视,Banci,转发：那种极限运动叫什么？蹦极。还是“人妖跳跃”？对对，人妖骑越野车...
"RT USER: Goyangan jilboob mantap bener nih hyper kontol doi. \n\nTadi sambil squirt loh... 💦\n\nYang belum nonton live nya.. Besok doi…",0,1,1,0,1,0,0,涉及宗教服饰的性化侮辱与极其露骨的性行为描写,"jilboob, kontol, squirt",转发：这“头巾波霸”扭得真赞，她的阳具控。刚才还喷水（潮吹）了呢... 还没看直播的，明天她...
"RT USER: USER ""HMM GA JADI""\n\nAH GUE NGAKAK KAMPRET :('",0,0,0,0,0,0,0,对幽默内容的强烈反应，语气词在此无恶意,KAMPRET,转发：（某用户）“额算了吧”。啊笑死我了该死。
"RT USER: Bukan hanya anjing, babi pun demikian. Monggo jika berkenan 👉 URL URL",0,0,0,0,0,0,0,关于动物习性或宗教禁忌的中性探讨，完全合规,"anjing, babi",转发：不仅是狗，猪也是如此。如果感兴趣请点击。
"RT USER: ternyata Kotoran Ayam Tidak Najis?\n\n===========\n\nBismillah, alhamdulillah was sholaatu wassalam ‘ala Rasulillah, waba’du…",0,1,0,0,0,0,0,关于宗教洁净规则（Najis）的学术性讨论，完全合规,Kotoran Ayam,转发：原来鸡粪不属于污秽（Najis）？以真主之名...
"RT USER: Mantap kan mahmud kontol gue ...\nSmpe muncrat gtu ..\nJngn kpok ya tante bo aku lgi URL",0,0,1,0,1,1,0,极其露骨的性行为与体液描写，涉及性交易话题,"kontol, muncrat, bo",转发：我这年轻妈妈（Mahmud）的阳具爽吧... 都射成那样了。阿姨别烦我啊，再约我。
"RT USER: grepe coli temen smp pas tidur eh malah crot #kontolsmp #kontolsma #titit #grepe #tititsmp #tititsma #chiforchi #sange…",0,0,1,0,1,1,0,涉及非自愿性接触（猥亵）的色情描写及未成年标签，严重违规,"coli, crot, titit, sange",转发：趁初中同学睡觉时摸他自慰结果射了。#初中生阳具 #发春。
"RT USER: RT USER: Cowok ganteng six pack pamer kontol besar beurat di kamar URL",0,0,1,0,0,0,0,涉及露骨的男性生殖器（大阳具）描述与展示，属于色情内容,kontol,转发：帅气腹肌男在房间炫耀巨大的阳具。
"RT USER: Cowok ganteng six pack pamer kontol besar beurat di kamar URL",0,0,1,0,0,0,0,描述露骨的男性生殖器，违反淫秽准则,kontol,转发：帅气腹肌男在房间炫耀巨大的阳具。
"RT USER: dasar bajingan!😠 URL",0,1,0,0,1,0,0,针对特定对象使用粗鲁的脏话（畜生/混蛋）进行直接的人身攻击,bajingan,转发：真是个混蛋！
"RT USER: USER Bejad pokonya dah",0,1,0,0,1,0,0,针对特定用户使用人格贬义词（品行恶劣）进行谩骂,Bejad,转发：（某用户）反正就是品行恶劣。
"RT USER: USER Lagunya bagus. Mvnya juga ga abal walaupun yua sbg sponsor screentimenya beuh. Tapi bagus kok dia, yg b…",0,0,0,0,0,0,0,关于流行音乐作品的日常正面评价，完全合规,None,转发：歌很好听。MV也不敷衍，虽然赞助商的镜头很多，但整体很好...
"RT USER: TAI DAH ADE ADE AJE YUTUBER PLOKIS NGERJAIN BOCAH2 AU AMAT",0,1,0,0,1,0,0,使用污秽词汇（排泄物）表达对特定群体的强烈愤怒与不满,TAI,转发：真屎（靠），这些博主和警察居然拿小孩开玩笑，烦死了。
"RT USER: Nga inget kpn terakhir kali mimpi indah. Reality kek tai, mimpi masa tai jg :('",0,0,0,0,0,0,0,针对个人生活现状的沮丧感叹，词汇“tai”在此语境下为非定向情绪发泄,tai,转发：不记得上次做美梦是什么时候了。现实像屎一样，梦里也是屎。
"RT USER: #RETWEET \nDigoyang sampe basah.. 😋 \n\n#horny #memek #colmek #colokmemek #jembut #memekbecek #ngentot \n#videongentot #Vi…",0,0,1,0,0,0,0,堆砌大量极其露骨的色情标签，包含性行为与器官描写,"memek, ngentot",转发：摇到湿透.. 😋 #发春 #私处 #自慰 #做爱...
"RT USER: #RETWEET \nGadis Bandung Cantik Ngentot\nSama Pacar Di Hotel..\n\n#horny #memek #colmek #colokmemek #jembut #memekbecek #n…",0,0,1,0,0,0,0,描述并推广露骨的性行为视频，违反淫秽物品发布准则,"Ngentot, memek",转发：漂亮的万隆女孩在酒店和男朋友做爱.. #发春 #私处 #自慰...
"RT USER: #RETWEET \nGadis medan kulum/ngemut kontol enak punya pacar..\n\n#horny #memek #colmek #colokmemek #jembut #memekbecek #n…",0,0,1,0,0,0,0,包含极其露骨的性行为（口交）与生殖器词汇描写,"kulum, kontol",转发：棉兰女孩吮吸男朋友的阳具真爽.. #发春 #私处...
