text,category,misogyny,target
@yumnafawaz سخيفة مثل المحطة تبعك الرءيس عزاسك �,discredit,misogyny,active
@Brown_Sailor14 @DimaSadek هلا ديما هيدا صورة معبرة الك مكانك الطبيعي,none,none,none
@DimaSadek ليكي ولي نحن اكبر من انو نبعت حدا.... نحن مننزل ومنقلك جماعة الحزب نازعلي تدعس بنص قلبك وتقصلك لسانك من لغاليغو....,threat of violence,misogyny,active
@hassoun380 @WAtawi @DimaSadek ما اشتهيك عشان اكلك يا حشرة,discredit,misogyny,active
@DimaSadek عم تقولي وسط بيروت تسكر مش كل لبنان يا ديما غوغل,none,none,none
@berrynawal اسم الله عليكي زي الوردة بين الناس واقفة بعزة و كبرياء.. الله يخليكي لشبابك...,none,none,none
@DimaSadek نيابة عن أحدهم كمان: سدي حلقك,discredit,misogyny,active
@yumnafawaz @LebISF @rayaelhassan يمنى لا تنسي انا كمان ناطرهون للسنافر ���,none,none,none
@yumnafawaz كأنك مزعوجه ومش عاجبك.. ايه عمرو مايعجبك �,none,none,none
@abichahinerami @DimaSadek يا ست ديما رأفة بامك ابتعدي عن التهجم على  الأمهات  الطاهرات يا بلا أخلاق وبلا شرف #ديما الواطية,discredit,misogyny,active
@Jessicaazar هديلي حالك حبيبتي مصدقة حالك انو استقال بضغط هالثورة المصدية. استقال بس شافكون فشلتو ونكشفتو والقوات ه… https://t.co/rIvufyx13v,none,none,none
@DimaSadek انت بمزبلة التاريخ,discredit,misogyny,active
@berrynawal يا نوال! يا مشحرة عم تتصوري مع الفاسدين؟؟؟؟ ما عاساس ثورة ثورة �� عم تخوني الثورة؟؟؟ يا عيب الشوم شو نوووتييي,discredit,misogyny,active
@DimaSadek تفو عليك يا حقيرة,discredit,misogyny,active
"@DimaSadek رحل الحريري
وبقى بشار الأسد
#ديما_الواطية https://t.co/CU5Y7VByGX",discredit,misogyny,active
@richany_maria @DimaSadek احااااااا، مين عم يدافع عن الفساد جبران؟�����,none,none,none
@yumnafawaz صرلي فترة عم تابعك و كنت صراحة ما اتقبلك لان اخذ فكرة انك طرف يمكن بس بعد متابعة لاحظة انك اكتر صحافية… https://t.co/bR6sb7RD5T,none,none,none
@berrynawal يسلم آصلك الطيب نوال ��,none,none,none
@yumnafawaz @saadhariri اقوى محللة بالتاريخ���,none,none,none
@lamakanaangmai1 @yumnafawaz @Mulhak منكم يعني (منك ومن يمنى فواز الفاشلة ومن الموقع مصدر اخبارك),discredit,misogyny,active
@berrynawal بتستهلي صباط نمرة 50على راسك يسلم يمينك على ضربتك لنوال بري,threat of violence,misogyny,active
@berrynawal كل التضامن سبدة نوال,none,none,none
@DimaSadek تفو على وحدة متلك .. مأجورة وعميلة,discredit,misogyny,active
@DimaSadek الله  يحميكي  ديما .والله  أنك أخت  رجال وحرة .عم  اقرأ التعليقات على  تغريداتك .كلها  مسلطة عليكي وكأنو… https://t.co/Ip6I9cA39j,none,none,none
@DimaSadek سدي بوزك، سلاح اشرف منك واتباعك,discredit,misogyny,active
كل الاحترام لك ديما انت رمز اللباقة والتواضع. كلنا منحبك وانا خاصة. كل الاحترام لك مرة ثانية.#كلنا_ديما_صادق @DimaSadek,none,none,none
@DimaSadek قلوبنا مفتوحة الكم ،،،،،، مين انت شو تاريخك،؟؟ هههههههههههه شحار خليكي مع الهبل وخلينا مع لكبار يلي عندن… https://t.co/S4WY1k5Mup,dominance,misogyny,active
@Mhamadk95 @alikhodorkh @DimaSadek ههه اه يا هبيلي,discredit,misogyny,active
#يسقط_حاكم_المصرف نانسي السبع سمعينا سكوتك,none,none,none
@DimaSadek عما بقلبك شو حقيرة,discredit,misogyny,active
@DimaSadek منوره الساحة وديما قوية ومتألقة.. من القلب سلام لك اخت ديما �,none,none,none
"@yumnafawaz شفنا الأعداد يا ست يمنى
كلهم على بعضهم ما بيجوا ١٠٠ ألف
بتسميها انت ثورة؟",none,none,none
"@yumnafawaz صباح الفل يمني
وينك ما عم تطلعي على TV",none,none,none
@yumnafawaz في ناس ما في عقل يفكر الحمدلله متلك �,discredit,misogyny,active
@shantshekerdji @DimaSadek @josephinedeeb حلو افلاس.. لما ما عندك شي تقولو او تحكي في بروح تشهر فية ..اول شي هيدة مش بلبنان ...,none,none,none
@berrynawal معليش طولي بالك هالثورة يا نوال. وما تنسي انو غبريال المر قبض مصاري كثير لنوصل لهالمرحلة,none,none,none
@DimaSadek ديما بتسوى صرمايه بايام الغلى,discredit,misogyny,active
"@DimaSadek @LBCI_NEWS يلعن أصلك أصل عاطل (حرفيا"" ؛ من قلب الجنوب)",damning,misogyny,active
@DimaSadek كلي خرى وبلا لعب على خيوط الطائفية كل واحد يعبد الله بطريقتو وانت طلعي منها #لبنان_الحرية,discredit,misogyny,active
"@yumnafawaz @General_Aoun مينك إنت يا نص لسان وعقل تا تحكي بإسم الشعب؟
شقفة وحدة مسخرجيه ما في حداً مش مستلما على س… https://t.co/8BHPxKYWVo",stereotyping & objectification,misogyny,active
@NicoleHajal هيدي مظاهرة دوار كفررمان كانو جايين للتضامن مع اهل النبطية ومش اهل النبطية لعم يهتفو هالشعار،، خلي ورداتك لخلقتك ما بدنا منك شي,none,none,none
@DimaSadek ديما انتي اجمل من بولا خليكي باللوك سمعي مني عنجد انت كتير حلوة لك شو بدك بالسياسة منك ناجحة ما بتعرفي ت… https://t.co/kLmdIT3dYe,stereotyping & objectification,misogyny,active
@DimaSadek @LBCI_NEWS ربي يعطيك الف عافيه,none,none,none
@DimaSadek يعمي قلبك شو قاهرينك الشيعة��,damning,misogyny,active
@moustafa2009 @DimaSadek كمان اخرس يا كلب �,none,none,none
@yumnafawaz بشرفك انا ما بحب جرح بس بقلك ما بيطلعلك انتي بالذات احترمي الناس كي تحترمي,none,none,none
تحية اردنية لعيون اللبنانية. #لبنان_ينتفص @BassamAbouZeid @NicoleHajal @AkikiJoyce @DimaSadek @YazbekWehbe https://t.co/28hLOHsY3w,none,none,none
@berrynawal سدي فمك,discredit,misogyny,active
@DimaSadek العمى بقلبك ياديما الم تكتفي من الشتائم,damning,misogyny,active
@DimaSadek انشالله يا رب بضل يقهرك وبالاخر يقبرك ���,damning,misogyny,active
@zahraayaghi11 @DimaSadek لأنك تافهه وحقيره بتعملي هيك,discredit,misogyny,active
@DimaSadek انت وحدة عاهرة,discredit,misogyny,active
أجمل ما في إنتفاضة الشعب اللبناني أنها جاءت في زمن أيقونة الإعلام @DimaSadek  و على الألسن التي تهاجمها بالعبارات ا… https://t.co/Mv52CiKXpY,none,none,none
@DimaSadek كلي خرا مرة تانية�,discredit,misogyny,active
@DimaSadek اصلا ياغشيمة مش قايل شي غلط. تاني شي تأكدتي بنفسك؟؟ هاهاها من وين من google??? يإلعلك عا هالخبرية.,discredit,misogyny,active
@DimaSadek بسلمو عليكي آل شمص و ناطرينك ليسلمو عليكي �,none,none,none
@yumnafawaz الصحافي الحقيقي يجب ان يحلل التصاريح والخطابات حتى ولو كانت من الخصم مع العلم ان هذه المهنة يجب ان تكون… https://t.co/pYnKXLKjZ5,none,none,none
"@yumnafawaz @rabiazayyat ست يمنى شو بدك الإصلاحات تكون؟
منجيب ساحر يحول هالبلد لسويسرا بليلة وحدة؟
إنه أضعف الإيمان… https://t.co/SaXUYmqbDU",none,none,none
@DimaSadek سيدة ديما صادق التظاهر ضد المصارف شيء والتظاهر أمام مصرف لبنان والتهجّم على رياض سلامة شيء آخر ، أنتِ صح… https://t.co/V2IlkO3Fog,none,none,none
@dianamoukalled @DimaSadek اذا انت بشعه لا يحق لك التعليق على الحسناوات بكلامك السخيف,stereotyping & objectification,misogyny,active
@DimaSadek يا غبية شو الانتصار رالموضوع!,discredit,misogyny,active
@DimaSadek انشالله بيقبرك و بيقبر كل اللي بيكرهو و بيخرا ع قبرك و صدقني رح تنحسدي لانو خري ع قبرك,damning,misogyny,active
@NicoleHajal بس يا هبلة فيقي مبارح كنت مع الجيش العمى,discredit,misogyny,active
"RT @Rafic21814176: يؤبرني الله ما احلاكي⁦❤️⁩� 
#كلنا_ديما_صادق @DimaSadek https://t.co/jlbYBCovdI",none,none,none
@DimaSadek @AhmadBallout15 ديما صادق انسانه مدفوعه للقيام بمهمه محدده وهي التوجيه على المقاومه وسلاحها انا لا افهم… https://t.co/IEA85puJTV,none,none,none
@DimaSadek هدول الزعران هنن و اللي وراهم أساس البلا,none,none,none
@DimaSadek ولييييي صرماية انضبي ، عمى ب قلبك مقرفك، روحي عملي شي شغلة تنفعك,discredit,misogyny,active
@DimaSadek عاهرة القرن في لبنان,discredit,misogyny,active
@yumnafawaz @ProtestsLebanon مع محبتي سيدة يمنى ليس بمهاجمة الآخر واطلاق التسميات عليه تُصنع الثورات. الوطن للجميع،… https://t.co/K9gxdkBMYc,none,none,none
@joellebouyounes سالم زهران لرئاسة الحكومة,none,none,none
@DimaSadek انشا لله  يقبرك,damning,misogyny,active
@DimaSadek رح تجنيون يا ست ديما,none,none,none
@HaidarEdd @DimaSadek @revolution1688 عيب هيد الكلام هل هذا هجوم علي لاني سني وبحب اخواني السنة بلبنان يا سيدي الله… https://t.co/n8brHlinf2,none,none,none
@Jessicaazar مين هي لي مفكرا حالها شغلة وهي انجأ شتلة سدي.....,none,none,none
@DimaSadek تحيه لديما انا من مصر,none,none,none
@DimaSadek من الآخر نيابه عن الكل سدي نيعك,discredit,misogyny,active
@DimaSadek انشالله يقبر قلبك,damning,misogyny,active
@youssef76863099 @DimaSadek يقطع لسانها وحدة عاهرة,discredit,misogyny,active
@DimaSadek يسقط بلعك �,damning,misogyny,active
@lucienbourjeily @yumnafawaz جمعية المصارف هي مؤسسة خاصة,none,none,none
@saraassi20 @mohamad054394 @DimaSadek @NicoleHajal الحزب قطع الكهرباء انا شفتون ��� اهم شي راح الارتياب عن نيكول وديما,none,none,none
@DimaSadek ست ديما شرفتينا بزيارتك. لمدينه  طرابلس اهلا وسهلا,none,none,none
"RT @LbciLebanon: ديما صادق: ""المقدمة التي أفقدتهم صوابهم"" (فيديو)
#لبنان_ينتفض #لبنان_يثور #انتو_أحلى_عالم #LBCI #LBCILebanon @DimaSadek
ht…",none,none,none
@DimaSadek كمان كلي خرا,discredit,misogyny,active
@DimaSadek اهلا فيكي بطرابلس وبدي قلك ما يهمك في كل قافلة تسير هنالك كلاب تعوي,none,none,none
"@DimaSadek 

تاني شي بتقولي سماحة السيد للناس مقامات فهمتي ياحثالة المجتمع يااتباع السفارات مثلك مثل الحشرات الطفيلية",discredit,misogyny,active
@DimaSadek انشالله يا رب بيقبرك وبيريح العالم منك..,damning,misogyny,active
@yumnafawaz ليش شحطوكي الجديد�,none,none,none
@berrynawal اقوى مراسلة الارض لالك يعطيكي العافية,none,none,none
@yumnafawaz اكيد في حدا عطاكي هيدا القول �������,none,none,none
@DimaSadek يلا انزلي يا شرشوحة فرجينا وساختك الحقيقي.كلون يعني كلون وانتي من ضمنون فاسدة.,discredit,misogyny,active
@DimaSadek لولا مصاري زوجك حقك صرماية,dominance,misogyny,active
@berrynawal جمالك جنني ��,none,none,none
"Trending number 1 again 
#ديما_الواطيه الشرشوحة مستحقة وقليل عليكي
@DimaSadek",discredit,misogyny,active
@DimaSadek انت انسانة مريضة روحي شوفي حكيم نفسي �,discredit,misogyny,active
@DimaSadek صباحوووو ديما شكلك مبحوحة ومش قادرة تغرّدي ��,none,none,none
@yumnafawaz الرئيس خطابه ممتاز الليلة منه وقت تركزي على هالققص المضمون ممتاز كل الاحترام,none,none,none
@DimaSadek داعسين على راسك,threat of violence,misogyny,active
@zainab_elzein @ali_silia @DimaSadek هي بلبُلة الثورة.. فيها تحكي شو ما بدها �,none,none,none
@NicoleHajal رجاء العقل ثم العقل و الروية! كلنا معكن بس مش هيك، مش بنشر الخبر قبل من نكون متأكدين من المصدر.البلد ع… https://t.co/tfYckIpn8m,none,none,none
@DimaSadek انت بس مشكلتك المستندات بكل يلي عم يصير؟؟؟,none,none,none
@berrynawal من كل عقلها هل مفصومي,discredit,misogyny,active
@berrynawal بشرفك نوال العالم وين و إنت وين؟! ما شايفتيه مصفرن و عحاله إلوش خلق؟! أو عم تغيريله جو؟,none,none,none
@DimaSadek لعمى بش بس وقحه كذابه كمان,discredit,misogyny,active
@DimaSadek مدام ديما انتي انسانه عندك ضمير وانسانه لكل ما من كلمه من معنى انا كان الي الشرف اطلع معكي بحلقه من طراب… https://t.co/z4Ug6h6Xx1,none,none,none
@yumnafawaz @elissakh ما تعمليلنا الشعب اللبناني فنلندي هلاء مش كل اللبنانية لصوص بس كتار كتير اللبنانية اللصوص وال… https://t.co/p81ggICbVZ,none,none,none
"@yumnafawaz @General_Aoun انت لاتستحين وغبيه.... رئيس الجمهوريه صلاحياته محدوده دستوريا
ناس ترش",discredit,misogyny,active
@DimaSadek السيد ثم السيد ثم السيد �� مش بس لبنان و الجزائر كلها فداء السيد حبيب قلب الكل ❤️,none,none,none
@DimaSadek سكتي يا متخلفة,discredit,misogyny,active
@BatoulSiblani2 @KhouryDiala @DimaSadek ما في غيرك واطية. ليش التهجم عالناس هيك؟,discredit,misogyny,active
@DimaSadek تحيه لك سيدتي..,none,none,none
@JadHSaad1 @DimaSadek هي حمارة بس بتعمل حالها انها بتفهم تناقش,discredit,misogyny,active
@DimaSadek الكل يحكي و #ديما_الواطية تخرس,discredit,misogyny,active
@berrynawal @berrynawal يعطيكن العافية انتو اصل الثورة,none,none,none
RT @soniabaccour1: @DimaSadek لا يا فارة ما حزرتي دولتنا الشريفة لازم تبلش تسحب العملاء العشاكلتك,discredit,misogyny,active
@DimaSadek بعتقد  عم يحكي باسم لبنان يا هبلة !,discredit,misogyny,active
@Jessicaazar وجعجع رئيسك رجل شو؟ ؟؟,none,none,none
"@yumnafawaz فوتي نامي!
الغبى عاميكي",discredit,misogyny,active
@NicoleHajal سدى بوزك يا واطية يا ميشليشا جعجع داعس راسك حزب الله وأشرف منك انضبي,discredit,misogyny,active
@DimaSadek خبيثة وحقيرة,discredit,misogyny,active
@yumnafawaz @rayaelhassan مافي غيرك همجية وسخيفة,discredit,misogyny,active
"@DimaSadek يا اوطى وحدة من هون لمدغشقر 
#ديما_الواطية",discredit,misogyny,active
@NicoleHajal بتعرفي شي انا اكره عليي صيد لحجال �����,none,none,none
@Nisso_andro @MayKhreich @GeorgetteSarkis والاضرب معلمها لا نانسي السبع اكبر فاسد,none,none,none
@DimaSadek شو انك غبية و بلا عقل و فتانة و هبيلة,discredit,misogyny,active
@DimaSadek @LBCI_NEWS يا ديمة وين الخوذة���,none,none,none
@ImaneIbrahim1 @AdeelaOfficial @yumnafawaz لو تاركين الطبخات احسن من كب السم و الصراخ عالمعتصمين �,none,none,none
@DimaSadek #ديما_الواطية ضبوها بالعبدة يلا نقبري على البيت,discredit,misogyny,active
@berrynawal بطله يانوال بنتابعك على mtv  بتستاهلي تكوني رئيسة وزراء,none,none,none
نانسي السبع  مشبوهة تعمل لمصلحة السفارات وحاكم مصرف لبنان إضبضبي.,discredit,misogyny,active
@yumnafawaz محسوبة الامور معك بالتكة يا تكة,none,none,none
@DimaSadek يا غبية رجعي للفيديو اللي حكى فيه السيد ما قال لن تسقط الحكومة، بل قال لا نؤيد إسقاط الحكومة. ديما الواطية والعميلة,discredit,misogyny,active
@yumnafawaz @General_Aoun عّم تحكي يا ام نصف لسان على الرئيس الجمهورية,stereotyping & objectification,misogyny,active
"@DimaSadek حبة تزقك زراق 
تعملك فتاق 
يبعتلك البلاء 
بحق علي الكربلاء 
بصوت عبدالله عقيل",damning,misogyny,active
@DimaSadek قلبك كبير وبيساع كتييير... رخيصه,discredit,misogyny,active
"@DimaSadek سبحان الله ....
فعﻻ انك  انت مابيهنالك عيش من دون ماتتخوزقي 
ﻻزم تتخوزقي يعني ..
يعني بدك تعرفي وين راح… https://t.co/gQbQFm4EO3",derailing,misogyny,active
"@DimaSadek أوطى اعلامية بآسيا
#ديما_الواطية",discredit,misogyny,active
@DimaSadek بعتقد يا اخت ديما ونصيحتي الك من القلب للقلب ان لا تضعي نفسك بين الفريقين وكوني انت الحرية الديمقراطية ا… https://t.co/LXMbfWDeJo,none,none,none
@MwsAmal @DimaSadek مترجلة ،، بدها تنزل تنزل بس نا تدق برموزنا,threat of violence,misogyny,active
@shine_as_aurora @DimaSadek و شعرها مقصّف,stereotyping & objectification,misogyny,active
@DimaSadek احسن ارتاحت لبنان من فاسد كبير مبروك للبنان,none,none,none
"@DimaSadek الإعلامية الراقية بتنتقض بطريقة راقية...
بس لما تنتقض بطريقة فيها فلتان شو بتكون؟
آه يا حنان�",none,none,none
RT @Moejamil1987: @DimaSadek انت يا حمارة يا بستحمري حالك وانا بعتقد التنين سوا ... فهمي شو حكي تاج راسك وبعديك فتحيه لهالمجرور ....,discredit,misogyny,active
@DimaSadek هيدي معناتها انو اليوم خطابو موجّه لكل اللبنانية مش بس لجمهورو...يعني إلها أبعاد كتيرة وإن اللبيب من الإشارة يفهم �,none,none,none
@yumnafawaz مش شايفي كلمة مخابرات، أو صايرة مش عم تشوفي صح.,none,none,none
@DimaSadek يا حيوانة مبارح هالثيران كانت عم تهتف سعد سعد .. يعني بعدن جحاش متلك مش عارفين شو عم يعلمو ولا لوين رايحين,discredit,misogyny,active
@DimaSadek خلينا نرجع نفعل التويت الشهير #ديما_الوطية,discredit,misogyny,active
@yumnafawaz الله خلق يمنى فواز ككائن بشري، بس يمنى فواز كونت نغسها بنفسها، بتعبك ومجهودك، ما حدا يتهاون لا بخلق الل… https://t.co/u5AFuhwkkz,none,none,none
"@DimaSadek موتي موتي موتي
#يا_مريضة_موتي https://t.co/1CKVLSaVbj",damning,misogyny,active
@DimaSadek وبعدين اسمو السيد حسن مش حاف يا بهيمة,discredit,misogyny,active
@NicoleHajal يا ريت يا نيقول,none,none,none
"@yumnafawaz إذا عندك ثأر و حقد على جريدة ألأخبار 
نحن شو فينا نعملك .. . 
الثأر ألشخصي ما بيعمل ثورة",none,none,none
@berrynawal صباط ٤٨ قليلة عراسك,derailing,misogyny,active
@Marcel02422434 @DimaSadek آللهم آمين يقبرك ويدعس على قبرك,damning,misogyny,active
@yumnafawaz أصلا كلمة الرئيس  وجهها إلى شعب لبنان العظيم والفهيم مش ل يمنى فواز,none,none,none
@DimaSadek أخلاقيا  سقطوا من زمان وسقطو من عيون  الناس,none,none,none
@DimaSadek ديما خلص بكفي حرق اعصاب ارحميهم ريحيهن شي نهار لان فرطة اعصابهم,none,none,none
@DimaSadek بشرفك هلق وقت تعملي سباق من بجيب اكتر ؟ والله لعم يصير بالبلد مش مزحة و لا لعبة ... الثورة فوق الجميع,none,none,none
"RT @KhaledMawlla1: برافو نانسي السبع اللي رفضت نقل صوت الزعران ��
الصورة تكفي لنتأكد مرة جديدة أنكن زعران
كلّن يعني كلّن والشعب أشرف منن ✌️…",none,none,none
"@DimaSadek يبعتلك سم يسمك
وكل دعوات عبودي يوصلولك",damning,misogyny,active
@JawadNsrlh نانسي السبع صوتا عم يرجف من القهر,none,none,none
@DimaSadek تنتصر الثورة عندما يسقط هذا العهد الغبي,none,none,none
@DimaSadek تافهة من يوم يومك,discredit,misogyny,active
@DimaSadek يا ديما، إنت عالم الصحافة منك بارعة فيه و شغلك كلو غلط و طريقتك بالحوار طريقة طالب تحت التدريب، فليش بتدخلي بالسياسة ؟؟!!,none,none,none
@DimaSadek انت مين طلب منك تشاركينا الثورة ؟ عدائك للحزب ع راسي بس خلي ببطنك وما تحكي باسم الثوار ، انت معروفي مين !! بس هيك,none,none,none
@berrynawal نوال جعجع ������,none,none,none
@yumnafawaz بتحبي تجيبي المسبات لحالك...يا عيب الشوم... بتوصالي لكعب نعله للرئيس عون يا ام نص لسان� انضبي,derailing,misogyny,active
"@DimaSadek خي خي يا خي
هيدي ديما المجوية
#ديما_المجوية",discredit,misogyny,active
@DimaSadek بعد المنظر مبارح سقط قناع ما يسمى المقاومة,none,none,none
"@NicoleHajal قديشك واطية عم تحرضي عالجيش 
بدكن تعملولنا سوريا رقم ٢ وتصيرو سبايا داعش 
تفه على شرفك اذا في شرف",discredit,misogyny,active
"@DimaSadek يا كلبة المجتمعات الرخيصة �حزب الله وًالسيد حسن تاج رأسك 
 Rah ydalo 3 albik e3din2 hekmin lbalad b serm… https://t.co/Dbpnp0BLTv",discredit,misogyny,active
@DimaSadek قال لن يسقط العهد، ما قال لن تسقط الحكومة!,none,none,none
"خطاب الفصل عند الساعة ١٤:٣٠ وما تبقى بعض كلام.
@DimaSadek 
@FaresSouaid",none,none,none
@DimaSadek مشكلتك هي الشرف عاملتلكً عقدة نفسية؟ طيب شفتي حكيم؟ طيب ليه انت بلا شرف ، بحسً انو من ايدك,discredit,misogyny,active
يوم عن يوم يثبت التيار ومن خاال رموزه انه مجرّد من الاخلاق: سمير صفير ينعت صحافية محترمة بالق**ة، جوزيف ابو فاضل قا… https://t.co/NhWcN4y9zd,none,none,none
"انت الثوره يا ديما
انت سمير قصير
انت جبران و بيار
انت وليد عيدو
انت الصرخه انت الحق
بعد ميه سنه صوتك ليبقى و صوتهم ما حدا بيسمعوا
@DimaSadek",none,none,none
@DimaSadek @washingtonpost @elopezgross ديما ❤️ الله يحميكي و يكثر من امثالك.,none,none,none
RT @angelwings14290: @NicoleHajal الجيش خط احمر يا ست,none,none,none
@DimaSadek كيدِ كيدك واللهِ متل الحية رح تلف على حالك و تعضي جسدك البالي يا بالية أنتي,discredit,misogyny,active
@DimaSadek صح انت ما بتروحو لأنو أساسا إنتو أدوات بيشغلوكم من بعيد بس بتلهثوا ورا المال,none,none,none
"@DimaSadek السيّد قال: لن يسقط العهد. 
#خيبر_عراسك_ينزل",damning,misogyny,active
@DimaSadek معروف عنك المصداقية ������,none,none,none
@DimaSadek عاهرى من عاهرات الاعلام,discredit,misogyny,active
RT @jihad_althakafi: @DimaSadek @LbciLebanon @LBCI_NEWS @JeanFeghali #ديما_الواطيه بعد الك عين تطلعي تحكي عنجد واطية,discredit,misogyny,active
"@DimaSadek انت أحقر الناس يا شرشوحة 
و اخيرا بينتي عحقيقتك يا بلا شرف و بلا اخلاق
تفه عهيك اعلامية",discredit,misogyny,active
@DimaSadek اصغر بوط في الضاحية على رقبتك.,dominance,misogyny,active
@yumnafawaz روحي فرشي اسنانك قالولي ريحة تمك بتقتل متل يلي بالعة جردون فطسان,stereotyping & objectification,misogyny,active
@DimaSadek الله يخليكي ديما صادق افضل اعلامية بلبنان.,none,none,none
@DimaSadek ديما اول شي يعطيكم الف الف عافية. انا لبناني بالكويت. بس بدي قول يا ريت بتوصل الرسالة انو لازم المتظاهري… https://t.co/zKoQCkAzXO,none,none,none
@berrynawal انا بنصحك تتركي هيدي المحطة المشبوهة و خاصة انو صاحب المحطة من رموز الفساد .,none,none,none
@DimaSadek وانت يا لقيطة نزلي رقصي بالساحة,stereotyping & objectification,misogyny,active
@DimaSadek انتي صاحبة المخططات المشبوهة وصاحبة الفتن,discredit,misogyny,active
@DimaSadek الاعلاميه الحره الشريفه يسلم فمك ربنا معاكم ��,none,none,none
"@DimaSadek ليش السيد نائب او وزير او رئيس لحتى يكون منون؟؟ او هي بس تحويل شعارات؟ 
#يا_معز_المؤمنين",none,none,none
@DimaSadek يقطع عمرك شو سخيفه,discredit,misogyny,active
@DimaSadek بتقول السيد مش حسن نصرالله السيد تاج راسك,none,none,none
@DimaSadek عروسة الثورة طرابلس، الاعلامية الحرة دائما بين أهلها وناسها بكل لبنان,none,none,none
@DimaSadek يللي في مسلة تحت لسانو بتنعرو,none,none,none
@yumnafawaz شو عميا إنشاء الله ما شفتي العلب الاكل الجاهزه والكنافه حرام عم تاكلي بطاطا,discredit,misogyny,active
@DimaSadek خاينةةةةةةةةةةة يا عيب الشوم ...اي واحد منن لإن حمى لبنان واحد منن لأن خلانا نعيش بكرامة تفهههههههه,discredit,misogyny,active
@HamziNadine @DimaSadek لهيك سموها ديما الشرشوحة�,discredit,misogyny,active
@DimaSadek يا كلبة روحي اعوي ببلد بتحوي اشكالك,discredit,misogyny,active
@DimaSadek الله يسامحك يا حاجه ديما,none,none,none
@joellebouyounes العمى بقلبك شو فاجرة وشو زثقاقية وشو غير محترفة! مفكرة حالك ازا صرختي عالهوا او سبيتي او نقلتي الس… https://t.co/l6pFIhSyIq,discredit,misogyny,active
@berrynawal شفتي انك مسطولة ��‍♂️,discredit,misogyny,active
@AliAljawhari @FayyadHabib @yumnafawaz بدك كمان تقول الله يحميهم من الهبل وما يصيبهم يللي صاب يمنى او يسرا ناسي اسمها الصراحة �,none,none,none
@berrynawal يعطيكي العافية الحمدالله على سلامتك. مميزة دائما,none,none,none
@ShehabiFares @DimaSadek  تعي يا بقرة يا فاجرة هدول يلي عم ادافعي عنهن لولا تكوني بنت حرام ما بدافعي عنهن تفه لعنك الله انتي وهنن سوا,discredit,misogyny,active
@DimaSadek في شريف وفي اشرف الشرفاء  ...  ولولا تضحيات حزب الله لا كان عنا شعب ولا وطن . كلام في مكانه لست محازب  .,none,none,none
@berrynawal جايي دورك  نوالوووو,threat of violence,misogyny,active
@DimaSadek ديما الثورة تسير على خط مستقيم وكلاب فارس تنبح,none,none,none
@DimaSadek السيّد حسن نصرالله يا بلا أخلاق يا واطية  وتاني شي إذا قبرناكِ بالناقص عاهرة �,discredit,misogyny,active
@Jessicaazar مدري مين نزل مع لائحة القوات، وبطبل للكتائب، وبتقول عن الحريري بطل. لا انضمي للاحزاب احسن,none,none,none
"@DimaSadek نباح بلا حدود  ..
ديما الشرشوحة  .!",discredit,misogyny,active
@DimaSadek انشالله بيقبر قلبك عن جد ياخنزيرة يابومة,damning,misogyny,active
نانسي السبع ما عارفة كيف بدها تفتن قد ما الشر والغل عامي عيونن بدون وعي قالت مجموعة مسلحة لترجع و تعتذر #نانسي السبع وحدة منن #لبنان_يتنفض,none,none,none
@yumnafawaz انت وحشة ����,discredit,misogyny,active
@DimaSadek ما في ابشع منك #مريضة,discredit,misogyny,active
"@DimaSadek مش نحنا يا بقرة
انت سفارات �

يلا تنعاد عليكي ،، خلصت �",discredit,misogyny,active
@SarahHaydar2 @DimaSadek @Toroxxman احلى من القرد بشوي ��‍♂️,stereotyping & objectification,misogyny,active
@DimaSadek ديما شو تروّقتي غير زوم كلسات يا شلكلك ؟,discredit,misogyny,active
@yumnafawaz @MagdaAbuFadil كل التقدير لعمل كل الزملاء بالميدان و المواجهة مع الجهل والعمى السياسي و المذهبي .  chapeau bas ��,none,none,none
"@Aaa313amm @DimaSadek 
يلعن هالخلفة يا حجة #ديما_الوطية https://t.co/5rz39OBSxa",discredit,misogyny,active
@JguirimNaceur @DimaSadek انتا ما خصك خليك ب بلدك وحلوا عن سما لبنان,none,none,none
@jo10153 @PatrickAzar3 @DimaSadek طبعاً لا شتائم ابدا وانا احترم جميع اللبنانيين وضمن الاخلاق نصل لاهدافنا واحلامنا لو كانت مختلفة,none,none,none
@DimaSadek يا ريت تكوني بطرابلس هلأ ولا بطلت عروس ثورة.,none,none,none
@DimaSadek شو إنِّك سخيفة وعقلاتك اصغر من عقل دجاجة خَوتا!,discredit,misogyny,active
@yumnafawaz انكشفوا للعالم كلوا وللبنانيين شبيحة حسن زميرة بيشبحوا على الكل وحتى على اهلن وناسهم,none,none,none
@sabehnancy نانسي السبع اكبر فتنه انت وافشل مراسلة,discredit,misogyny,active
@DimaSadek العمى شو حمارة قال العهد,discredit,misogyny,active
@berrynawal يا عيب الشوم عليكي ، يا بنت الجنوب المقاوم انتي ، كم قرش بخلوكي تغيري خطك السياسي كلّياً ، روحي رجعي عي… https://t.co/gvSCEOBD42,none,none,none
@yumnafawaz انت كيف تحكي مافهمت ولا كلمة عم تحكي لغة مابتنفهم,none,none,none
